author,author_url,title,rating,verified,types,body,product_id,review_url,review_date,helpful
John Lipton,/gp/profile/amzn1.account.AGJHSOXJMA662FXF3IH4FBRVRZAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Norton spams you with their own popups to get you to install plugins that let them track you.,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","On mac Norton shows a spammy pop-up to force you to install their safe search browser plugins. there is no way to disable to pop-up but if you install the browser plugin it overrides your search settings and lets Norton track you. This is very anti-consumer behavior, I regret my purchase because of this.",B015724OVG,/gp/customer-reviews/R2NIY2SWWN4M5R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 2, 2018",13
Cara Blotzer,/gp/profile/amzn1.account.AFOYOKXFENJ3HOACDRRPKOZZFXPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,at best. Even with the optimization options,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Want to supposedly be protected & safe? Then be prepared to surf & shop at dial-up speeds, at best. Even with the optimization options, my PC locked up 75% of the time. As much as I want and need security & protection, this software was a completely obstructionist nightmare. I am shocked and disgusted that this is what it takes to secure my information. So I'm out my $40ish, and annoyed af (no refunds! buyer beware)......there MUST be a better option. Just to reiterate, this made me want to throw my laptop out into the street.",B015724OVG,/gp/customer-reviews/R8EMRVE9FR4H8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 1, 2018",20
Sasha Q.,/gp/profile/amzn1.account.AHWJGIMDAMS4WBLZAGOYMXYDSDLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Norton is the BEST!,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I have used several different virus protection products over the last 5 years or so. These have included McAfee, Avast (both free and premium), and, most recently, Kaspersky. I haven't used a Norton product for probably about 10 years or so. I am so happy that I decided to switch up this year, as I was not happy with both McAfee and Kaspersky in the last few years because they both really bogged down my machines and made them run slow. They both had a lot of unwanted ""features"" that didn't even work correctly (such as functions that keep your other software ""up to date""--forget it--neither of them could figure out when my browsers and other software were up to date and I kept getting blasted with bogus warnings!).My problem with Avast was that the free version didn't catch all the malware, and the premium version also bogged my system down. Plus, I had to go through hoops just to cancel ""automatic"" renewal with Avast. It was a mess.I am so happy with Norton. They really run a very, very thorough full scan. The most thorough out of all the other products mentioned above. Their software does not slow down my system at all. This product was easy to install, and runs like a dream. I highly recommend this product for complete computer security.",B015724OVG,/gp/customer-reviews/R1POTWV0QZ52OQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"January 18, 2018",6
JPnJessie,/gp/profile/amzn1.account.AF3EYGQ3L2G6QCQGRRX6E6UVYB7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Useless if you travel overseas.,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I purchased this product and traveled a few days later.  ""Your Norton product activation failed because the product key that you used is not valid for the geographical region that you are trying to activate it in. This issue can occur when products are distributed to you outside of the region they are intended for. Symantec recommends that you return the incorrect product to the retailer where you purchased it from and request a refund"" is what Norton tells me.  I am in Ecuador, South America for a minimum of 6 months.  I purchased an item which is useless for me.  I downloaded it in the USA and simply can not use it.",B015724OVG,/gp/customer-reviews/R4FRO8W7M516V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"November 20, 2017",23
Rob L.,/gp/profile/amzn1.account.AFMLIX7GCY3E4P3VU6IYCE7AY7LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,So secure it blocks all connections completely,3,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Installing Norton on my brand new computer ruins all the DNS settings to the point where the internet is unusable (in Chrome, Firefox, or Edge). Manually setting the DNS on my NIC to another non Norton non DHCP setting allows the internet to be used, but all access to the router is still blocked. It literally says your Access is Blocked to my own router.I went through the whole Chat Support and Forum Support process to figure this out, set network trust to full, uninstalled Norton, reinstalled Norton, all to no avail. I have to uninstall or stop the program just to get onto my own router, which I need to do from time to time.I've seen other forum posts on their site complaining about Lenovo computers and this software, so I'm likely just going to call this a complete loss of money and go back to the other AV I've used for 7 years which may or may not be a front for the CIA or Russian Government.EDIT: Updating review, after about two and a half hours with a tech from Norton and a Supervisor we got it working today, in the most odd way I've ever seen (hand editing a device driver location in Regedit), I'm bumping it up because the techs ended up being quite helpful and skilled, however I'm keeping it at 3 because nobody would ever be able to figure that out through casual use and it took almost three hours of my day to get resolved, after a few days of hunting down other solutions.",B015724OVG,/gp/customer-reviews/RJ98ZB9T9BPP2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"January 21, 2018",4
Road Warrior,/gp/profile/amzn1.account.AF7Z7IFB7SXVKXRHIJBSIN6HWNDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great software but they never seem to fess up when there are known problems,3,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I've had Norton security for nearly 20 years and it works very well. That said, many of us in recent days, weeks and even years have periodically encountered a screen ""Coming soon -- last scan 8 seconds ago"" when we check properties and status. On my own, I rebooted my PC and sure enough, Norton worked fine for a day and then lapsed into this nonsense again. So I checked the Norton customer forum and other web sites and found this has been a problem for several years. And all Norton seems to be able to tell customers is: (1) We're looking into it. (2) Please send us a screen shot so we can better identify the problem. or (3) You need to uninstall the product and then reinstall it. I finally did the last, in conjunction with an on-line chat person at the Norton service center to whom I gave access to my computer. I would have done it myself, except years ago when a number of us had to do an ""uninstall/reinstall,"" the uninstall left pieces of the old Norton software in hidden places on our PC's and it took Norton engineers two hours or more (I'm not joking) to go through my PC to find the undesired remaining pieces of the old version since the replacement version wouldn't install until these pieces were found.Again, it's terrific protection against viruses, malware and the like. It works wonderfully on my PC, tablet and mobile phone. Unlike years past, it doesn't slow down any of my regular processes. But like too many companies, when Norton/Symantec has a problem that it knows about, the company still has a culture of hiding it rather than fessing up. What would I prefer? That they send a weekly or similar alert: ""We've been seeing this sort of problem from a number of subscribers. If you encounter it, here's what you should do . . . . "" That's a company to which I'd happily give five stars.",B015724OVG,/gp/customer-reviews/R2ATR2EHUZRWDW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"August 19, 2017",4
BoBo,/gp/profile/amzn1.account.AGOUUY2OSSAAWPE7VJYEDNBPW6HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,No longer a happy Norton user,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I have used Norton packages for years and have trusted them to give full protection without any issues.  I have been using this and previous versions, but could not finish installation of a Norton update when using this.  When I contacted their support for help, they said it was because I had used Ask.com as a search engine.  Also, I might have malware or a phishing app on my machine as a result.  They recommended a $200 consulting fee/protection plan to search and clean the machine to fix the problem (which I fell for).  When I asked what they found, it didn’t sound like anything significant.  I think just deleting Ask as a search engine would have solved the problem.  I thought this is what I bought originally, that the Norton package with it’s periodic scans would search and remove such things.  My confidence in Norton to protect me after this incident is pretty low now.  Norton evidently uses independent contractors for their Help Desk who are on a commission, using the same techniques as those who make spam calls trying to tell you your WINDOWS LICENSE HAS EXPIRED so they can make a quick buck.",B015724OVG,/gp/customer-reviews/RHP73I2FIZ28E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"December 16, 2018",3
Ralph Stevens,/gp/profile/amzn1.account.AG5YLR27G5VRYAUPNTA7TE4RWWCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,WARNING - When purchased as renewal your 2015 subscription is NOT extended by one year.,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Purchasing this as a renewal of your 2015 subscription?Hold on before you submit the code to RENEW. It does NOT extend your subscription by one year. RENEW will give you one year from the day you submit the product code. You LOSE the days remaining on your 2015 subscription.Shame on Amazon, Norton and Symantec for continuing this deceptive practice. RENEW a subscription is commonly understood to mean extend the term of a subscription. RENEW here means LOSING the remaining days on your active subscription.WAIT until your 2015 subscription is actually expiring before you purchase and submit the product code for renewal. That's the only way to not lose what you've paid for and get an honest renewal.",B015724OVG,/gp/customer-reviews/R1D8KVEEK7SQS6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"January 19, 2016",21
Tommy,/gp/profile/amzn1.account.AEW4TNEJD2VZM4PYLUOEU74NF3YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Norton Security Deluxe installation is FLAWED !!!,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I am absolutely sorry I ever ordered this product!  I have ordered multi-machine Symantec AV products for years from Amazon and this one totally sucks.  I bought the 5-machine Norton Security Deluxe (NSD) b/c I had heard it provided better protection vs. NAV.I have these machines:1 XPpro Workstation1 Win7 Laptop1 Win7 Desktop1 Win8 LaptopFor several of these, the installation was problematic b/c I was never prompted for Activation.  Hence, while it appeared that the installation went OK, the NSD was not working.  After several attempts to get it working, I called Norton ""tech support"" and got an off-shore guy who was useless.  The call lasted close to an hour during which he had to take control of my PC and do what I could have done (but shouldn't have had to).  After much pain and hassle, that machine seems to be protected.On my Win7 Laptop, NSD ""was"" working OK for a couple weeks and then the Norton icon window raised its ugly head and told me my subscription had expired !!!  Ugghhh !!!!  So, I just uninstalled my NSD and reinstalled NSD from my download exe and same message:Your subscription has expired !!I wish Norton had an English-speaking American who could talk me through this.  Better yet, I wish Norton made a stable product that installed as easily as ALL the earlier versions of NAV I've installed.And now, it seems that Amazon cannot even refund me.  Busted.",B015724OVG,/gp/customer-reviews/R3498A3I96F21G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"April 13, 2016",21
Bob,/gp/profile/amzn1.account.AENN7QP4I4FXCHZUAIRO6Y53CL4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Product Scam,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I purchased a 5 unit subscription Key for Norton Security Deluxe and installed it on my primary computer.  It seemed to work correctly for 30 days except I continued to get notices from Norton saying my subscription had expired.  After 30 days, Norton posted a notice that my subscription had expired. I tried to install the Norton software using the Key that I had purchased and each try failed.  I called the Norton Help desk and was informed that the key that Amazon sent me was already registered to someone else.  So the Amazon sale was fraudulent.  Since Amazon does not allow software returns, I was unable to recover my purchase costs for the sale from Amazon.  Apparently  I had somehow installed a free 30 day  subscription and not a valid copy of the subscription that I had tried to purchase. So I am not sure that I can trust any future Amazon software sales.",B015724OVG,/gp/customer-reviews/R38GEDM0V37ESL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"August 30, 2018",3
Foreman,/gp/profile/amzn1.account.AEM7VNYWCDK5BMD3R47BBXAFD3FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Bad Auto-Renewal  Good Norton Customer Service,4,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Have used Norton successfully for many years with only one failure to detect a rootkit virus.I have always renewed with new subscription but ran into problems this year.  I could not enter the product key to renew this year (2019) without getting directed to Norton site which indicated I needed to enter billing information for auto-renew with this product key.  Unlike in the  past I could not seem to avoid or skip the auto-renewal step for this year's product key no matter what route I tried (Norton account or using ""I have product key"" from Norton desktop window.  Although the product information this year does indicate that billing information was required I didn't anticipate this since none of the recent 2019 reviews for this product mentioned that entering billing/auto-renewal was really mandatory or offered a clear way to not do this.The good news is that I called Norton support and they activated the product code without billing information or activating auto-renewal and even added on the remaining 7 days for my subscription.  While I am happy with this resolution and with Norton Security I hope that Norton (and Amazon) will please consider offering a NS renewal product that doesn't require billing information or auto-renewal.Thanks.",B015724OVG,/gp/customer-reviews/R3AA54UZ1WW219/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 8, 2016",8
Widgeted,/gp/profile/amzn1.account.AFSRKR5HMW5LIK2JUNBDTJ26WTTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Don't buy software from Amazon,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Ordered this got information to get it  downloaded from Norton.  After several attempts the download did not work and kept taking me to an old account I had.  I had a person ""Chris C"" come on line Chat and send me instructions and ask if any questions while I was typing the person terminated the chat and not to be heard from since.  About the 7th attempt I got an error message MK4647B and to call 844-383-8998, a person  called who did not speak English very well I told him so and he  told me ""That's your problem.""  I did make out that he wanted control of my computer - no way I told him he hung up.  Now someone who can't speak English want's control of my computer, I get at least 1 call like that a day!  The guy called back and rudely made some comments, I hung up on him.  Now I got no software and Amazon says no refunds in their add for software.Amazon has indicated that I will get credit for the purchase, but still will never buy Norton due to their customer service.",B015724OVG,/gp/customer-reviews/RLCBNCYD4YHXE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"June 14, 2017",4
Becca,/gp/profile/amzn1.account.AH6JFTLU3NY2N4Y2OJDERAXIPUKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Run, don't walk from this Product",1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","While the product is okay it doesn't make up for the incredibly LOUSY, INCOMPETENT support.  Their chat support is obviously from offshore.  Asked the same questions EIGHT (8) TIMES and they kept typing unrelated crap.  Oh and the worse?  Currently NORTON does NOT work on Android phone.  Play Store gag's when you try to use the link from Norton.  Asked in chat simply the name of the App (actually asked 8 times) and they would never answer.BTW - NO / ZERO EMAIL SUPPORT (no email address available period)",B015724OVG,/gp/customer-reviews/R3D4XGF9LM9E7N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 25, 2019",3
PB2008,/gp/profile/amzn1.account.AHBJ6SCP6DY54M7OPVN7F6S5EJHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Product is great; BEWARE on renewals!,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Norton Security Deluxe is a very good protection suite. It provides protection with minimal processor impact on the computer or phone. Note that if you use an iPhone many experts say ANY protection suite provides little benefit due to the iPhone's native compartmentalization of apps and iOS operating system. I use Norton on desktop and laptop computers, and on Android smartphones, but not on iPhones.The only real nuisance I've seen is the reminders and ads that appeared on an Android phone, that I could not block. It is tolerable.BEWARE come renewal time. When you setup your Norton account it will likely enable automatic renewal which would be done directly with Norton. Their renewal price may be much higher than purchasing a new license from Amazon. For example, I was offered a renewal price of $89.99 + tax when Amazon was selling it at $24.99 + tax. Yes - the exact same product!There are two options: (1) Call Norton and see if they will price match the renewal. (2) Buy a new license from Amazon. If you buy the new license note the wording in the product description. The new license does NOT add onto your current subscription. So you should activate it shortly before your current subscription ends and reinstall the software with the new activation codes.For either (1) or (2) you probably need to deactivate automatic renewal on the soon-to-expire account. Be prepared - Norton will take you through about five ""are you really sure?"" screens.So I recommend the product. Just be aware and alert when renewal time arrives.",B015724OVG,/gp/customer-reviews/R294NYQDYEGG0Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 4, 2019",One
Joe Klobucher,/gp/profile/amzn1.account.AEACHGPHJZHR6E2GFAVLTVBMUATA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,VERY VERY POOR CUSTOMER SERVICE,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device",I have had numerous problems with this product since I ordered it a few months ago.  Their Customer Service is so bad it is not tolerable.  I made about 6 calls on one problem went to level 2 twice and it is still not working.  They make numerous commitments (I think just to get rid of you) and have not made a single one of them.  The last one was three hours ago when they said they would have level two get back to me within the hour - it's now 2 1/2 hours and no call.  Last time I waited six hours for a one hour commitment then went to bed-no call missed over night.  I have spent between 3 and 4 hours on line with them.  I am now uninstalling Norton on all five of my devices and installing Mcafee and asking for my money back from Norton but I know that is going to happen.,B015724OVG,/gp/customer-reviews/R2B2ZZAUWUK94M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 12, 2019",2
